Battle_ID,P1_Team,P2_Team,P1_Brought,P2_Brought
gen9championsvgc2026regma-2589407842,"Gardevoir,Kingambit,Maushold,Basculegion,Talonflame,Garchomp","Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Gardevoir,Garchomp,Kingambit,Talonflame","Sneasler,Sinistcha,Scizor,Rotom-Wash"
gen9championsvgc2026regma-2589411036,"Garchomp,Whimsicott,Sneasler,Aerodactyl,Scizor,Dragapult","Floette-Eternal,Banette,Sinistcha,Incineroar,Palafin,Aerodactyl","Aerodactyl,Garchomp,Dragapult,Scizor","Aerodactyl,Incineroar,Banette,Palafin"
gen9championsvgc2026regma-2589408788,"Aerodactyl,Floette-Eternal,Incineroar,Sneasler,Basculegion,Garchomp","Skarmory,Sneasler,Tyranitar,Rotom-Wash,Gengar,Maushold","Sneasler,Incineroar,Floette-Eternal,Basculegion","Gengar,Sneasler,Skarmory,Rotom-Wash"
gen9championsvgc2026regma-2589421078,"Venusaur,Talonflame,Garchomp,Basculegion,Incineroar,Tsareena","Meganium,Pelipper,Basculegion,Archaludon,Aerodactyl,Kangaskhan","Garchomp,Talonflame,Tsareena,Venusaur","Pelipper,Archaludon,Meganium"
gen9championsvgc2026regma-2589421607,"Tinkaton,Froslass,Ceruledge,Kingambit,Machamp,Milotic","Scovillain,Conkeldurr,Aerodactyl,Farigiraf,Dragapult,Kingambit","Milotic,Froslass,Ceruledge,Machamp","Kingambit,Scovillain,Aerodactyl"
gen9championsvgc2026regma-2589421820,"Gardevoir,Maushold,Talonflame,Basculegion,Garchomp,Kingambit","Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Garchomp,Talonflame,Gardevoir,Maushold","Garchomp,Charizard,Sneasler,Venusaur"
gen9championsvgc2026regma-2589423014,"Meganium,Sneasler,Aerodactyl,Kingambit,Basculegion,Farigiraf","Excadrill,Sneasler,Milotic,Incineroar,Dragapult,Hydrapple","Meganium,Basculegion,Aerodactyl,Sneasler","Dragapult,Hydrapple,Sneasler"
gen9championsvgc2026regma-2589421603,"Manectric,Pelipper,Basculegion,Sneasler,Kingambit,Archaludon","Liepard,Chesnaught,Scizor,Farigiraf,Arcanine-Hisui,Klefki","Kingambit,Manectric,Sneasler,Pelipper","Farigiraf,Arcanine-Hisui,Liepard,Chesnaught"
gen9championsvgc2026regma-2589422508,"Talonflame,Floette-Eternal,Basculegion,Garchomp,Kingambit,Maushold","Gardevoir,Aerodactyl,Farigiraf,Kingambit,Torkoal,Garchomp","Kingambit,Basculegion,Maushold,Floette,Floette-Eternal","Farigiraf,Aerodactyl,Gardevoir,Torkoal"
gen9championsvgc2026regma-2589418448,"Sandaconda,Sinistcha,Wyrdeer,Heliolisk,Sneasler,Tyranitar","Sinistcha,Incineroar,Milotic,Sneasler,Aerodactyl,Kingambit","Sandaconda,Tyranitar,Sneasler,Sinistcha","Milotic,Aerodactyl,Incineroar,Sinistcha"
gen9championsvgc2026regma-2589418592,"Castform,Pelipper,Torkoal,Tyranitar,Meganium,Abomasnow","Aggron,Incineroar,Sinistcha,Pelipper,Basculegion,Archaludon","Pelipper,Tyranitar,Torkoal,Castform","Pelipper,Aggron,Incineroar,Sinistcha"
gen9championsvgc2026regma-2589420751,"Gyarados,Gardevoir,Pelipper,Archaludon,Sneasler,Garchomp","Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Pelipper,Archaludon,Gardevoir,Sneasler","Talonflame,Tsareena,Floette-Eternal"
gen9championsvgc2026regma-2589419588,"Tyranitar,Steelix,Milotic,Gardevoir,Garchomp,Decidueye-Hisui","Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Milotic,Tyranitar,Garchomp,Gardevoir","Gardevoir,Noivern,Rotom-Wash"
gen9championsvgc2026regma-2589421047,"Manectric,Jolteon,Pelipper,Whimsicott,Incineroar,Aegislash","Zoroark-Hisui,Sneasler,Feraligatr,Kingambit,Sinistcha,Talonflame","Jolteon,Manectric","Feraligatr,Sneasler"
gen9championsvgc2026regma-2589419930,"Charizard,Tyranitar,Milotic,Sneasler,Incineroar,Sinistcha","Meganium,Talonflame,Garchomp,Basculegion,Sneasler,Kingambit","Charizard,Incineroar,Sneasler","Kingambit,Basculegion,Garchomp"
gen9championsvgc2026regma-2589425214,"Aggron,Sinistcha,Farigiraf,Tyranitar,Sneasler,Incineroar","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Aggron,Sneasler","Whimsicott,Aegislash"
gen9championsvgc2026regma-2589423034,"Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Tyranitar,Garchomp,Sinistcha,Aegislash,Aerodactyl,Rotom-Heat","Tsareena,Tauros-Paldea-Aqua,Floette-Eternal,Talonflame,Floette","Rotom-Heat,Sinistcha,Tyranitar,Aegislash"
gen9championsvgc2026regma-2589420812,"Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Charizard,Kingambit,Incineroar,Floette-Eternal,Aerodactyl,Sneasler","Rotom-Wash,Milotic,Sinistcha,Tyranitar","Aerodactyl,Sneasler,Kingambit"
gen9championsvgc2026regma-2589422272,"Reuniclus,Gengar,Chandelure,Whimsicott,Farigiraf,Blastoise","Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Blastoise,Farigiraf,Chandelure,Reuniclus","Rotom-Wash,Sinistcha,Gardevoir,Garchomp"
gen9championsvgc2026regma-2589422293,"Delphox,Aerodactyl,Sneasler,Tsareena,Milotic,Garchomp","Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Aerodactyl,Sneasler,Tsareena,Garchomp","Charizard,Venusaur,Milotic,Garchomp"
gen9championsvgc2026regma-2589422358,"Tyranitar,Incineroar,Sneasler,Sinistcha,Meganium,Excadrill","Tsareena,Blastoise,Pelipper,Talonflame,Medicham,Froslass","Sinistcha,Excadrill,Incineroar,Tyranitar","Blastoise,Tsareena,Pelipper"
gen9championsvgc2026regma-2589430923,"Sneasler,Feraligatr,Talonflame,Sinistcha,Kingambit,Gardevoir","Pelipper,Dragonite,Basculegion,Archaludon,Sinistcha,Politoed","Sneasler,Sinistcha,Kingambit,Gardevoir","Basculegion,Dragonite,Politoed,Pelipper"
gen9championsvgc2026regma-2589431435,"Delphox,Garchomp,Tauros-Paldea-Aqua,Sinistcha,Kingambit,Rotom-Wash","Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Tauros-Paldea-Aqua,Sinistcha,Garchomp,Delphox","Charizard,Kingambit,Talonflame,Sneasler"
gen9championsvgc2026regma-2589433604,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Basculegion,Kingambit,Rotom-Heat,Froslass,Sneasler,Clefable","Clefable,Milotic","Sneasler,Kingambit"
gen9championsvgc2026regma-2589424803,"Floette-Eternal,Sneasler,Aerodactyl,Garchomp,Rotom-Heat,Basculegion","Zoroark-Hisui,Froslass,Rotom-Frost,Garchomp,Whimsicott,Sneasler","Aerodactyl,Rotom-Heat,Floette-Eternal,Garchomp","Rotom-Frost,Whimsicott,Froslass"
gen9championsvgc2026regma-2589419205,"Zoroark-Hisui,Froslass,Rotom-Frost,Garchomp,Whimsicott,Sneasler","Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Sneasler,Whimsicott,Garchomp","Gardevoir,Charizard,Milotic,Incineroar"
gen9championsvgc2026regma-2589432040,"Tyranitar,Garchomp,Sinistcha,Incineroar,Corviknight,Rotom-Wash","Garchomp,Clefable,Aerodactyl,Incineroar,Milotic,Charizard","Rotom-Wash,Tyranitar","Aerodactyl,Charizard"
gen9championsvgc2026regma-2589430760,"Excadrill,Sneasler,Rotom-Wash,Maushold,Talonflame,Venusaur","Blastoise,Armarouge,Sylveon,Tsareena,Raichu-Alola,Talonflame","Rotom-Wash,Venusaur,Talonflame,Maushold","Blastoise,Talonflame,Armarouge,Raichu-Alola"
gen9championsvgc2026regma-2589429899,"Meganium,Archaludon,Aerodactyl,Typhlosion-Hisui,Kangaskhan,Tauros-Paldea-Aqua","Garchomp,Sneasler,Skarmory,Milotic,Spiritomb,Kingambit","Aerodactyl,Meganium,Tauros-Paldea-Aqua,Archaludon","Spiritomb,Garchomp,Milotic,Skarmory"
gen9championsvgc2026regma-2589429099,"Gardevoir,Aegislash,Aerodactyl,Incineroar,Garchomp,Tauros-Paldea-Aqua","Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Incineroar,Gardevoir,Garchomp,Aegislash","Floette-Eternal,Tsareena,Talonflame,Tauros-Paldea-Aqua"
gen9championsvgc2026regma-2589429898,"Aerodactyl,Sneasler,Tyranitar,Milotic,Excadrill,Sinistcha","Floette-Eternal,Tsareena,Basculegion,Sableye,Mimikyu,Volcarona","Milotic,Excadrill,Sinistcha,Tyranitar","Volcarona,Floette-Eternal,Tsareena,Basculegion"
gen9championsvgc2026regma-2589428869,"Floette-Eternal,Garchomp,Sneasler,Incineroar,Aegislash,Sinistcha","Gardevoir,Aegislash,Sneasler,Dragonite,Incineroar,Araquanid","Sneasler,Floette-Eternal,Garchomp,Aegislash","Gardevoir,Araquanid,Incineroar,Dragonite"
gen9championsvgc2026regma-2589429478,"Delphox,Hawlucha,Excadrill,Tyranitar,Hydrapple,Sableye","Starmie,Lycanroc-Dusk,Hydreigon,Tauros-Paldea-Aqua,Aegislash,Lucario","Hawlucha,Excadrill,Tyranitar,Delphox","Lucario,Hydreigon,Tauros-Paldea-Aqua"
gen9championsvgc2026regma-2589427631,"Pelipper,Dragonite,Archaludon,Whimsicott,Basculegion,Sneasler","Froslass,Sneasler,Kingambit,Garchomp,Talonflame,Primarina","Basculegion,Sneasler,Dragonite,Pelipper","Sneasler,Kingambit,Froslass,Primarina"
gen9championsvgc2026regma-2589429773,"Whimsicott,Lucario,Pelipper,Heliolisk,Hydreigon,Basculegion","Araquanid,Vivillon,Volcarona,Scizor,Pinsir,Kleavor","Lucario,Heliolisk,Basculegion,Pelipper","Vivillon,Pinsir,Kleavor"
gen9championsvgc2026regma-2589429754,"Tyranitar,Aerodactyl,Skarmory,Excadrill,Alakazam,Clefable","Delphox,Aerodactyl,Sneasler,Tsareena,Milotic,Garchomp","Aerodactyl,Excadrill,Tyranitar,Alakazam","Aerodactyl,Tsareena,Garchomp,Delphox"
gen9championsvgc2026regma-2589427849,"Aggron,Meganium,Dragonite,Gardevoir,Milotic,Arcanine","Lucario,Umbreon,Arcanine,Ceruledge,Corviknight,Whimsicott","Arcanine,Milotic,Gardevoir,Dragonite","Lucario,Corviknight,Umbreon,Whimsicott"
gen9championsvgc2026regma-2589427788,"Primarina,Garchomp,Tyranitar,Aegislash,Maushold,Appletun","Tyranitar,Excadrill,Garchomp,Primarina,Aerodactyl,Gengar","Appletun,Maushold,Tyranitar,Aegislash","Garchomp,Excadrill,Gengar,Tyranitar"
gen9championsvgc2026regma-2589430391,"Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Whimsicott,Sinistcha,Sneasler,Floette-Eternal,Scizor,Milotic","Charizard,Kingambit,Talonflame","Floette-Eternal,Whimsicott,Scizor"
gen9championsvgc2026regma-2589430158,"Charizard,Venusaur,Incineroar,Sneasler,Garchomp,Rotom-Wash","Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Charizard,Sneasler","Charizard,Sneasler"
gen9championsvgc2026regma-2589428909,"Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Greninja,Sinistcha,Arcanine,Corviknight,Garchomp,Sneasler","Noivern,Garchomp","Sneasler,Greninja,Sinistcha,Garchomp"
gen9championsvgc2026regma-2589427159,"Garchomp,Tyranitar,Excadrill,Corviknight,Rotom-Wash,Archaludon","Lucario,Aerodactyl,Sinistcha,Delphox,Garchomp,Rotom-Wash","Rotom-Wash,Excadrill,Archaludon,Tyranitar","Lucario,Rotom-Wash,Sinistcha,Aerodactyl"
gen9championsvgc2026regma-2589426564,"Politoed,Farigiraf,Clefable,Stunfisk-Galar,Starmie,Hawlucha","Scizor,Basculegion,Aegislash,Sableye,Milotic,Incineroar","Farigiraf,Clefable,Hawlucha,Stunfisk-Galar","Basculegion,Sableye,Incineroar,Aegislash"
gen9championsvgc2026regma-2589426820,"Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Talonflame,Garchomp,Basculegion,Kingambit,Sneasler,Floette-Eternal","Sneasler,Rotom-Wash,Milotic,Scizor","Basculegion,Floette-Eternal,Talonflame,Garchomp"
gen9championsvgc2026regma-2589427578,"Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Rotom-Wash,Tyranitar,Sneasler,Delphox,Garchomp,Kingambit","Charizard,Kingambit,Talonflame,Sneasler","Garchomp,Kingambit,Delphox,Tyranitar"
gen9championsvgc2026regma-2589428141,"Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Reuniclus,Gengar,Chandelure,Whimsicott,Farigiraf,Blastoise","Sneasler,Whimsicott,Gardevoir,Garchomp","Blastoise,Farigiraf,Whimsicott,Reuniclus"
gen9championsvgc2026regma-2589427145,"Meowstic,Milotic,Venusaur,Charizard,Typhlosion,Torkoal","Delphox,Aerodactyl,Sneasler,Tsareena,Milotic,Garchomp","Meowstic,Typhlosion,Milotic,Charizard","Aerodactyl,Sneasler,Garchomp,Delphox"
gen9championsvgc2026regma-2589426527,"Palafin,Politoed,Scizor,Meganium,Basculegion,Garchomp","Floette-Eternal,Pelipper,Basculegion,Incineroar,Archaludon,Sneasler","Basculegion,Garchomp,Scizor,Politoed","Basculegion,Sneasler,Archaludon,Floette-Eternal"
gen9championsvgc2026regma-2589427867,"Blastoise,Sableye,Sinistcha,Archaludon,Typhlosion-Hisui,Rotom-Wash","Zoroark-Hisui,Froslass,Rotom-Frost,Garchomp,Whimsicott,Sneasler","Blastoise,Sableye,Typhlosion-Hisui,Archaludon","Whimsicott,Froslass,Garchomp"
gen9championsvgc2026regma-2589426928,"Araquanid,Vivillon,Volcarona,Scizor,Pinsir,Kleavor","Charizard,Garchomp,Incineroar,Milotic,Venusaur,Sneasler","Vivillon,Volcarona,Pinsir,Kleavor","Charizard,Venusaur,Sneasler"
gen9championsvgc2026regma-2589427378,"Sableye,Milotic,Sneasler,Charizard,Garchomp,Whimsicott","Aerodactyl,Maushold,Garchomp,Delphox,Aegislash,Floette-Eternal","Sneasler,Sableye,Garchomp","Aerodactyl,Floette-Eternal"
gen9championsvgc2026regma-2589422892,"Gardevoir,Sinistcha,Talonflame,Milotic,Aegislash,Krookodile","Alakazam,Crabominable,Kommo-o,Kingambit,Aerodactyl,Golurk","Krookodile,Sinistcha,Gardevoir,Aegislash","Crabominable,Kingambit,Kommo-o,Alakazam"
gen9championsvgc2026regma-2589426570,"Meganium,Gyarados,Garchomp,Aerodactyl,Farigiraf,Gallade","Excadrill,Sneasler,Milotic,Incineroar,Dragapult,Hydrapple","Gallade,Farigiraf,Meganium,Garchomp","Sneasler,Dragapult"
gen9championsvgc2026regma-2589426605,"Gardevoir,Sneasler,Tyranitar,Corviknight,Liepard,Aerodactyl","Floette-Eternal,Garchomp,Kingambit,Basculegion,Sneasler,Froslass","Liepard,Gardevoir","Floette-Eternal,Garchomp"
gen9championsvgc2026regma-2589424538,"Scovillain,Conkeldurr,Aerodactyl,Farigiraf,Dragapult,Kingambit","Meganium,Basculegion,Incineroar,Aerodactyl,Aegislash,Sneasler","Scovillain,Farigiraf,Conkeldurr,Kingambit","Basculegion,Meganium,Incineroar,Aerodactyl"
gen9championsvgc2026regma-2589425363,"Delphox,Aerodactyl,Sneasler,Tsareena,Milotic,Garchomp","Sneasler,Palafin,Milotic,Incineroar,Aegislash,Banette","Aerodactyl,Tsareena,Garchomp,Delphox","Banette,Sneasler,Milotic,Incineroar"
gen9championsvgc2026regma-2589425321,"Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Archaludon,Pelipper,Sneasler,Incineroar,Basculegion,Dragonite","Noivern,Rotom-Wash,Sinistcha,Gardevoir","Basculegion,Archaludon,Dragonite,Pelipper"
gen9championsvgc2026regma-2589425694,"Incineroar,Farigiraf,Primarina,Drampa,Sinistcha,Aegislash","Gardevoir,Aerodactyl,Incineroar,Rotom-Wash,Garchomp,Sinistcha","Farigiraf,Incineroar,Primarina,Drampa","Aerodactyl,Gardevoir"
gen9championsvgc2026regma-2589424070,"Whimsicott,Tyranitar,Incineroar,Floette-Eternal,Sinistcha,Milotic","Gengar,Sableye,Kingambit,Gyarados,Pelipper,Sinistcha","Milotic,Floette-Eternal,Whimsicott,Tyranitar","Sableye,Kingambit,Gengar,Pelipper"
gen9championsvgc2026regma-2589421586,"Tyranitar,Corviknight,Rotom-Wash,Tauros-Paldea-Blaze,Sinistcha,Garchomp","Floette-Eternal,Kingambit,Sneasler,Garchomp,Basculegion,Froslass","Corviknight,Rotom-Wash,Sinistcha,Tyranitar","Basculegion,Sneasler,Froslass,Garchomp"
gen9championsvgc2026regma-2589403643,"Meganium,Sableye,Archaludon,Basculegion,Pelipper,Sneasler","Venusaur,Talonflame,Garchomp,Basculegion,Incineroar,Tsareena","Basculegion,Sneasler,Archaludon,Pelipper","Basculegion,Venusaur,Talonflame,Garchomp"
gen9championsvgc2026regma-2589436368,"Decidueye,Feraligatr,Incineroar,Hatterene,Ampharos,Aegislash","Archaludon,Pelipper,Basculegion,Sinistcha,Meganium,Kingambit","Hatterene,Incineroar,Ampharos,Aegislash","Basculegion,Meganium,Kingambit,Pelipper"
gen9championsvgc2026regma-2589420877,"Meganium,Sableye,Archaludon,Basculegion,Pelipper,Sneasler","Meganium,Archaludon,Aegislash,Pelipper,Garchomp,Sneasler","Basculegion,Archaludon,Meganium,Pelipper","Sneasler,Meganium,Archaludon,Aegislash"
gen9championsvgc2026regma-2589424751,"Floette-Eternal,Aerodactyl,Incineroar,Sinistcha,Kingambit,Sneasler","Meganium,Sableye,Archaludon,Basculegion,Pelipper,Sneasler","Sneasler,Floette-Eternal,Kingambit,Sinistcha","Sneasler,Meganium,Pelipper"
gen9championsvgc2026regma-2589428766,"Meganium,Sableye,Archaludon,Basculegion,Pelipper,Sneasler","Tyranitar,Sinistcha,Farigiraf,Meowscarada,Mudsdale,Charizard","Sableye,Archaludon,Meganium,Pelipper","Meowscarada,Farigiraf,Mudsdale,Tyranitar"
gen9championsvgc2026regma-2589432294,"Charizard,Incineroar,Sneasler,Whimsicott,Venusaur,Garchomp","Meganium,Sableye,Archaludon,Basculegion,Pelipper,Sneasler","Charizard,Incineroar,Garchomp","Basculegion,Sableye,Pelipper"
gen9championsvgc2026regma-2589438453,"Volcarona,Sinistcha,Aerodactyl,Gardevoir,Garchomp,Kingambit","Floette-Eternal,Garchomp,Froslass,Kingambit,Sneasler,Basculegion","Aerodactyl,Volcarona,Gardevoir,Garchomp","Basculegion,Sneasler,Floette-Eternal,Garchomp"
gen9championsvgc2026regma-2589439706,"Victreebel,Rotom-Wash,Dragonite,Kingambit,Scizor,Sneasler","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Sneasler,Victreebel","Gallade,Whimsicott"
gen9championsvgc2026regma-2589436027,"Farigiraf,Gallade,Garchomp,Orthworm,Slowbro-Galar,Kleavor","Froslass,Mamoswine,Corviknight,Florges,Sneasler,Araquanid","Gallade,Farigiraf,Orthworm,Garchomp","Mamoswine,Florges,Corviknight,Froslass"
gen9championsvgc2026regma-2589436614,"Gengar,Sableye,Gyarados,Dragonite,Absol,Aggron","Tyranitar,Garchomp,Sinistcha,Incineroar,Corviknight,Rotom-Wash","Sableye,Dragonite,Gyarados,Gengar","Rotom-Wash,Incineroar,Garchomp,Tyranitar"
gen9championsvgc2026regma-2589437364,"Krookodile,Orthworm,Dragonite,Pelipper,Maushold,Tinkaton","Aegislash,Maushold,Azumarill,Whimsicott,Glimmora,Castform","Orthworm,Tinkaton,Dragonite,Krookodile","Maushold,Glimmora,Whimsicott,Azumarill"
gen9championsvgc2026regma-2589438032,"Gengar,Whimsicott,Incineroar,Sinistcha,Basculegion,Politoed","Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Whimsicott,Gengar","Charizard,Venusaur"
gen9championsvgc2026regma-2589435064,"Charizard,Aegislash,Rotom-Wash,Sneasler,Whimsicott,Glimmora","Greninja,Politoed,Basculegion,Lucario,Sinistcha,Toxicroak","Sneasler,Rotom-Wash,Whimsicott,Aegislash","Basculegion,Toxicroak,Greninja,Politoed"
gen9championsvgc2026regma-2589433960,"Charizard,Venusaur,Milotic,Incineroar,Sneasler,Garchomp","Floette-Eternal,Maushold,Garchomp,Talonflame,Basculegion,Rotom-Wash","Charizard,Venusaur,Milotic,Incineroar","Rotom-Wash,Floette-Eternal,Talonflame,Garchomp"
gen9championsvgc2026regma-2589433841,"Charizard,Whimsicott,Sneasler,Kingambit,Garchomp,Incineroar","Meowscarada,Sneasler,Hatterene,Golurk,Incineroar,Torkoal","Charizard,Kingambit,Sneasler,Incineroar","Golurk,Sneasler,Hatterene,Torkoal"
gen9championsvgc2026regma-2589432935,"Blastoise,Basculegion,Whimsicott,Sinistcha,Kingambit,Sneasler","Araquanid,Blastoise,Farigiraf,Incineroar,Feraligatr,Aerodactyl","Blastoise,Sneasler,Whimsicott,Sinistcha","Blastoise,Farigiraf,Araquanid,Incineroar"
gen9championsvgc2026regma-2589432997,"Alakazam,Drampa,Sinistcha,Pelipper,Basculegion,Scizor","Tyranitar,Excadrill,Gyarados,Sinistcha,Corviknight,Sneasler","Drampa,Basculegion,Sinistcha,Alakazam","Sneasler,Corviknight,Sinistcha,Tyranitar"
gen9championsvgc2026regma-2589434946,"Aerodactyl,Sinistcha,Sneasler,Incineroar,Floette-Eternal,Charizard","Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Aerodactyl,Charizard,Sinistcha,Incineroar","Sneasler,Whimsicott,Gardevoir,Garchomp"
gen9championsvgc2026regma-2589431205,"Charizard,Venusaur,Garchomp,Incineroar,Gardevoir,Milotic","Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Charizard,Venusaur,Incineroar,Garchomp","Rotom-Wash,Milotic,Sinistcha,Tyranitar"
gen9championsvgc2026regma-2589434965,"Floette-Eternal,Garchomp,Aerodactyl,Sneasler,Kingambit,Charizard","Garchomp,Charizard,Incineroar,Sneasler,Whimsicott,Aegislash","Aerodactyl,Charizard,Kingambit,Garchomp","Charizard,Incineroar,Garchomp,Aegislash"
gen9championsvgc2026regma-2589431967,"Tyranitar,Excadrill,Corviknight,Incineroar,Basculegion,Sneasler","Lucario,Umbreon,Arcanine,Ceruledge,Corviknight,Whimsicott","Corviknight,Sneasler,Excadrill,Tyranitar","Lucario,Corviknight,Umbreon,Whimsicott"
gen9championsvgc2026regma-2589433012,"Garchomp,Aegislash,Pelipper,Archaludon,Greninja,Lopunny","Rotom-Wash,Incineroar,Venusaur,Kommo-o,Tyranitar,Corviknight","Lopunny,Archaludon,Greninja,Pelipper","Rotom-Wash,Kommo-o,Tyranitar,Venusaur"
gen9championsvgc2026regma-2589435301,"Scovillain,Dragonite,Espathra,Garchomp,Milotic,Whimsicott","Whimsicott,Tyranitar,Incineroar,Floette-Eternal,Sinistcha,Milotic","Scovillain,Dragonite","Whimsicott,Tyranitar"
gen9championsvgc2026regma-2589433375,"Aegislash,Maushold,Azumarill,Whimsicott,Glimmora,Castform","Gardevoir,Sinistcha,Talonflame,Milotic,Aegislash,Krookodile","Maushold,Glimmora,Whimsicott,Azumarill","Gardevoir,Milotic,Sinistcha,Krookodile"
gen9championsvgc2026regma-2589432897,"Klefki,Palafin,Pelipper,Incineroar,Dragonite,Sinistcha","Tyranitar,Gengar,Tinkaton,Rotom-Wash,Kommo-o,Garchomp","Palafin,Incineroar,Dragonite,Pelipper,Palafin","Rotom-Wash,Tyranitar,Tinkaton"
gen9championsvgc2026regma-2589435113,"Scovillain,Zoroark-Hisui,Greninja,Reuniclus,Sneasler,Aerodactyl","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Aerodactyl,Sneasler,Reuniclus","Gallade,Whimsicott,Incineroar"
gen9championsvgc2026regma-2589430459,"Meowstic-F,Slowbro-Galar,Empoleon,Farigiraf,Chesnaught,Pelipper","Tyranitar,Steelix,Milotic,Gardevoir,Garchomp,Decidueye-Hisui","Farigiraf,Empoleon,Chesnaught,Pelipper","Garchomp,Gardevoir,Tyranitar,Steelix"
gen9championsvgc2026regma-2589431896,"Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Sneasler,Feraligatr,Talonflame,Sinistcha,Kingambit,Gardevoir","Gardevoir,Rotom-Wash,Sinistcha,Garchomp","Gardevoir,Sneasler,Kingambit,Sinistcha"
gen9championsvgc2026regma-2589431976,"Tyranitar,Garchomp,Talonflame,Aegislash,Incineroar,Primarina","Archaludon,Pelipper,Sinistcha,Floette-Eternal,Hawlucha,Kingambit","Garchomp,Talonflame,Tyranitar,Aegislash","Hawlucha,Kingambit,Pelipper"
gen9championsvgc2026regma-2589446379,"Charizard,Aerodactyl,Sneasler,Incineroar,Meganium,Garchomp","Charizard,Kangaskhan,Sinistcha,Azumarill,Aegislash,Aerodactyl","Aerodactyl,Meganium,Incineroar,Garchomp","Aerodactyl,Azumarill,Kangaskhan"
gen9championsvgc2026regma-2589446181,"Aegislash,Maushold,Azumarill,Whimsicott,Glimmora,Infernape","Beedrill,Sneasler,Milotic,Floette-Eternal,Sinistcha,Typhlosion-Hisui","Infernape,Maushold,Aegislash","Sneasler,Sinistcha,Milotic,Beedrill"
